sample	haplo_Skov	chrom	start	end	CHR	START	END	ovelap	length_Skov	ratio	length	state	mean_prob	snps	admixpopvariants	AltaiNeandertal	Chagyrskaya-Phalanx	Denisova	Vindija33.19	chr_st_end_Skov	SNP	Introgression	plain_origin	pop	chr_st_end
O517_DA_C001KLY	O517_DA_C001KLY_hap1	chr2	241841000	241869000	2	241759136	242088831	28000	28000	1	29000	Archaic	0.95074	15	12	10	12	0	8	2.241841000.241869000	241862387	Altai Neanderthal	Neandertal	HL	chr2.241811883.241869518
O517_DA_C001KLZ	O517_DA_C001KLZ_hap1	chr2	241802000	241868000	2	241759136	242088831	66000	66000	1	67000	Archaic	0.86071	33	20	16	20	0	13	2.241802000.241868000	241862387	Altai Neanderthal	Neandertal	HL	chr2.241811883.241869518
O517_DA_C001KLZ	O517_DA_C001KLZ_hap2	chr2	241802000	241868000	2	241759136	242088831	66000	66000	1	67000	Archaic	0.86076	32	20	16	20	0	13	2.241802000.241868000	241862387	Altai Neanderthal	Neandertal	HL	chr2.241811883.241869518
O517_DA_C001KM4	O517_DA_C001KM4_hap1	chr2	241809000	241868000	2	241759136	242088831	59000	59000	1	60000	Archaic	0.87817	31	20	16	20	0	13	2.241809000.241868000	241862387	Altai Neanderthal	Neandertal	HL	chr2.241811883.241869518
O517_DA_C001KM5	O517_DA_C001KM5_hap2	chr2	241801000	241868000	2	241759136	242088831	67000	67000	1	68000	Archaic	0.86801	28	18	15	18	0	13	2.241801000.241868000	241862387	Altai Neanderthal	Neandertal	HL	chr2.241811883.241869518
O517_DA_C001KM6	O517_DA_C001KM6_hap1	chr2	241809000	241868000	2	241759136	242088831	59000	59000	1	60000	Archaic	0.87888	30	20	16	20	0	13	2.241809000.241868000	241862387	Altai Neanderthal	Neandertal	HL	chr2.241811883.241869518
O517_DA_C001KM6	O517_DA_C001KM6_hap2	chr2	241810000	241868000	2	241759136	242088831	58000	58000	1	59000	Archaic	0.88407	33	20	16	20	0	13	2.241810000.241868000	241862387	Altai Neanderthal	Neandertal	HL	chr2.241811883.241869518
O517_DA_C001KM8	O517_DA_C001KM8_hap1	chr2	241808000	241868000	2	241759136	242088831	60000	60000	1	61000	Archaic	0.86841	28	20	16	20	0	13	2.241808000.241868000	241862387	Altai Neanderthal	Neandertal	LL	chr2.241811883.241869518
O517_DA_C001KM8	O517_DA_C001KM8_hap2	chr2	241802000	241868000	2	241759136	242088831	66000	66000	1	67000	Archaic	0.86381	32	20	16	20	0	13	2.241802000.241868000	241862387	Altai Neanderthal	Neandertal	LL	chr2.241811883.241869518
O517_DA_C001KMA	O517_DA_C001KMA_hap1	chr2	241801000	241868000	2	241759136	242088831	67000	67000	1	68000	Archaic	0.86007	31	19	16	19	0	12	2.241801000.241868000	241862387	Altai Neanderthal	Neandertal	LL	chr2.241811883.241869518
O517_DA_C001KMA	O517_DA_C001KMA_hap2	chr2	241805000	241868000	2	241759136	242088831	63000	63000	1	64000	Archaic	0.86333	31	20	16	20	0	13	2.241805000.241868000	241862387	Altai Neanderthal	Neandertal	LL	chr2.241811883.241869518
O517_DA_C001KMC	O517_DA_C001KMC_hap1	chr2	241810000	241868000	2	241759136	242088831	58000	58000	1	59000	Archaic	0.87512	31	20	16	20	0	13	2.241810000.241868000	241862387	Altai Neanderthal	Neandertal	LL	chr2.241811883.241869518
O517_DA_C001KMC	O517_DA_C001KMC_hap2	chr2	241839000	241868000	2	241759136	242088831	29000	29000	1	30000	Archaic	0.9466	21	12	11	12	0	8	2.241839000.241868000	241862387	Altai Neanderthal	Neandertal	LL	chr2.241811883.241869518
O517_DA_C001KMD	O517_DA_C001KMD_hap1	chr2	241800000	241869000	2	241759136	242088831	69000	69000	1	70000	Archaic	0.86261	34	22	18	22	0	14	2.241800000.241869000	241862387	Altai Neanderthal	Neandertal	LL	chr2.241811883.241869518
O517_DA_C001KME	O517_DA_C001KME_hap1	chr2	241810000	241868000	2	241759136	242088831	58000	58000	1	59000	Archaic	0.87954	30	20	16	20	0	13	2.241810000.241868000	241862387	Altai Neanderthal	Neandertal	LL	chr2.241811883.241869518
O517_DA_C001KME	O517_DA_C001KME_hap2	chr2	241810000	241868000	2	241759136	242088831	58000	58000	1	59000	Archaic	0.87979	31	20	16	20	0	13	2.241810000.241868000	241862387	Altai Neanderthal	Neandertal	LL	chr2.241811883.241869518
O517_DA_C001KMF	O517_DA_C001KMF_hap1	chr2	241809000	241868000	2	241759136	242088831	59000	59000	1	60000	Archaic	0.87686	30	20	16	20	0	13	2.241809000.241868000	241862387	Altai Neanderthal	Neandertal	LL	chr2.241811883.241869518
O517_DA_C001KMF	O517_DA_C001KMF_hap2	chr2	241810000	241868000	2	241759136	242088831	58000	58000	1	59000	Archaic	0.88215	30	20	16	20	0	13	2.241810000.241868000	241862387	Altai Neanderthal	Neandertal	LL	chr2.241811883.241869518
O517_DA_C001KMG	O517_DA_C001KMG_hap1	chr2	241809000	241868000	2	241759136	242088831	59000	59000	1	60000	Archaic	0.87619	31	20	16	20	0	13	2.241809000.241868000	241862387	Altai Neanderthal	Neandertal	LL	chr2.241811883.241869518
O517_DA_C001KMG	O517_DA_C001KMG_hap2	chr2	241809000	241868000	2	241759136	242088831	59000	59000	1	60000	Archaic	0.87725	31	20	16	20	0	13	2.241809000.241868000	241862387	Altai Neanderthal	Neandertal	LL	chr2.241811883.241869518
O517_DA_C001KMJ	O517_DA_C001KMJ_hap1	chr2	241809000	241868000	2	241759136	242088831	59000	59000	1	60000	Archaic	0.86689	31	20	16	20	0	13	2.241809000.241868000	241862387	Altai Neanderthal	Neandertal	LL	chr2.241811883.241869518
O517_DA_C001KMJ	O517_DA_C001KMJ_hap2	chr2	241810000	241868000	2	241759136	242088831	58000	58000	1	59000	Archaic	0.87345	30	19	16	19	0	12	2.241810000.241868000	241862387	Altai Neanderthal	Neandertal	LL	chr2.241811883.241869518
O517_DA_C001KMK	O517_DA_C001KMK_hap1	chr2	241800000	241868000	2	241759136	242088831	68000	68000	1	69000	Archaic	0.86838	31	20	16	20	0	12	2.241800000.241868000	241862387	Altai Neanderthal	Neandertal	LL	chr2.241811883.241869518
O517_DA_C001KMK	O517_DA_C001KMK_hap2	chr2	241810000	241868000	2	241759136	242088831	58000	58000	1	59000	Archaic	0.89442	31	20	16	20	0	13	2.241810000.241868000	241862387	Altai Neanderthal	Neandertal	LL	chr2.241811883.241869518
O517_DA_C001KML	O517_DA_C001KML_hap1	chr2	241809000	241868000	2	241759136	242088831	59000	59000	1	60000	Archaic	0.86724	30	20	16	20	0	13	2.241809000.241868000	241862387	Altai Neanderthal	Neandertal	LL	chr2.241811883.241869518
O517_DA_C001KML	O517_DA_C001KML_hap2	chr2	241809000	241868000	2	241759136	242088831	59000	59000	1	60000	Archaic	0.86669	30	20	16	20	0	13	2.241809000.241868000	241862387	Altai Neanderthal	Neandertal	LL	chr2.241811883.241869518
O517_DA_C001KMN	O517_DA_C001KMN_hap1	chr2	241808000	241867000	2	241759136	242088831	59000	59000	1	60000	Archaic	0.85617	24	15	12	15	0	9	2.241808000.241867000	241862387	Altai Neanderthal	Neandertal	LL	chr2.241811883.241869518
O517_DA_C001KMP	O517_DA_C001KMP_hap1	chr2	241810000	241868000	2	241759136	242088831	58000	58000	1	59000	Archaic	0.89055	31	20	16	20	0	13	2.241810000.241868000	241862387	Altai Neanderthal	Neandertal	LL	chr2.241811883.241869518
O517_DA_C001KMP	O517_DA_C001KMP_hap2	chr2	241810000	241868000	2	241759136	242088831	58000	58000	1	59000	Archaic	0.88726	30	20	16	20	0	13	2.241810000.241868000	241862387	Altai Neanderthal	Neandertal	LL	chr2.241811883.241869518
O517_DA_C001KMR	O517_DA_C001KMR_hap1	chr2	241809000	241868000	2	241759136	242088831	59000	59000	1	60000	Archaic	0.87241	32	20	16	20	0	13	2.241809000.241868000	241862387	Altai Neanderthal	Neandertal	LL	chr2.241811883.241869518
O517_DA_C001KMR	O517_DA_C001KMR_hap2	chr2	241809000	241868000	2	241759136	242088831	59000	59000	1	60000	Archaic	0.87138	30	20	16	20	0	13	2.241809000.241868000	241862387	Altai Neanderthal	Neandertal	LL	chr2.241811883.241869518
O517_DA_C001KMU	O517_DA_C001KMU_hap1	chr2	241809000	241868000	2	241759136	242088831	59000	59000	1	60000	Archaic	0.87084	29	20	16	20	0	13	2.241809000.241868000	241862387	Altai Neanderthal	Neandertal	LL	chr2.241811883.241869518
O517_DA_C001KMU	O517_DA_C001KMU_hap2	chr2	241805000	241868000	2	241759136	242088831	63000	63000	1	64000	Archaic	0.84404	31	19	16	19	0	13	2.241805000.241868000	241862387	Altai Neanderthal	Neandertal	LL	chr2.241811883.241869518
O517_DA_C001KMX	O517_DA_C001KMX_hap1	chr2	241801000	241868000	2	241759136	242088831	67000	67000	1	68000	Archaic	0.86134	34	20	16	20	0	13	2.241801000.241868000	241862387	Altai Neanderthal	Neandertal	LL	chr2.241811883.241869518
O517_DA_C001KMY	O517_DA_C001KMY_hap1	chr2	241800000	241868000	2	241759136	242088831	68000	68000	1	69000	Archaic	0.86217	33	21	17	21	0	13	2.241800000.241868000	241862387	Altai Neanderthal	Neandertal	LL	chr2.241811883.241869518
O517_DA_C001KMY	O517_DA_C001KMY_hap2	chr2	241801000	241868000	2	241759136	242088831	67000	67000	1	68000	Archaic	0.86401	31	20	16	20	0	13	2.241801000.241868000	241862387	Altai Neanderthal	Neandertal	LL	chr2.241811883.241869518
O517_DA_C001KMZ	O517_DA_C001KMZ_hap1	chr2	241808000	241868000	2	241759136	242088831	60000	60000	1	61000	Archaic	0.86796	32	20	16	20	0	13	2.241808000.241868000	241862387	Altai Neanderthal	Neandertal	LL	chr2.241811883.241869518
O517_DA_C001KMZ	O517_DA_C001KMZ_hap2	chr2	241805000	241868000	2	241759136	242088831	63000	63000	1	64000	Archaic	0.85936	33	20	16	20	0	13	2.241805000.241868000	241862387	Altai Neanderthal	Neandertal	LL	chr2.241811883.241869518
O517_DA_C001KN0	O517_DA_C001KN0_hap2	chr2	241809000	241868000	2	241759136	242088831	59000	59000	1	60000	Archaic	0.87865	29	20	16	20	0	13	2.241809000.241868000	241862387	Altai Neanderthal	Neandertal	LL	chr2.241811883.241869518
O517_DA_C001KN2	O517_DA_C001KN2_hap1	chr2	241809000	241868000	2	241759136	242088831	59000	59000	1	60000	Archaic	0.8797	30	20	16	20	0	13	2.241809000.241868000	241862387	Altai Neanderthal	Neandertal	LL	chr2.241811883.241869518
O517_DA_C001KN3	O517_DA_C001KN3_hap1	chr2	241808000	241868000	2	241759136	242088831	60000	60000	1	61000	Archaic	0.88037	31	20	16	20	0	13	2.241808000.241868000	241862387	Altai Neanderthal	Neandertal	LL	chr2.241811883.241869518
O517_DA_C001KN3	O517_DA_C001KN3_hap2	chr2	241809000	241868000	2	241759136	242088831	59000	59000	1	60000	Archaic	0.88021	31	20	16	20	0	13	2.241809000.241868000	241862387	Altai Neanderthal	Neandertal	LL	chr2.241811883.241869518
O517_DA_C001KN6	O517_DA_C001KN6_hap2	chr2	241809000	241853000	2	241759136	242088831	44000	44000	1	45000	Archaic	0.83175	16	12	9	12	0	8	2.241809000.241853000	241862387	Altai Neanderthal	Neandertal	LL	chr2.241811883.241869518
O517_DA_C001KN7	O517_DA_C001KN7_hap1	chr2	241808000	241868000	2	241759136	242088831	60000	60000	1	61000	Archaic	0.86433	27	18	14	18	0	12	2.241808000.241868000	241862387	Altai Neanderthal	Neandertal	LL	chr2.241811883.241869518
O517_DA_C001KN7	O517_DA_C001KN7_hap2	chr2	241809000	241868000	2	241759136	242088831	59000	59000	1	60000	Archaic	0.87237	30	20	16	20	0	13	2.241809000.241868000	241862387	Altai Neanderthal	Neandertal	LL	chr2.241811883.241869518
O517_DA_C001KN8	O517_DA_C001KN8_hap1	chr2	241809000	241868000	2	241759136	242088831	59000	59000	1	60000	Archaic	0.87877	30	20	16	20	0	13	2.241809000.241868000	241862387	Altai Neanderthal	Neandertal	LL	chr2.241811883.241869518
O517_DA_C001KN8	O517_DA_C001KN8_hap2	chr2	241807000	241868000	2	241759136	242088831	61000	61000	1	62000	Archaic	0.901	29	20	16	20	0	13	2.241807000.241868000	241862387	Altai Neanderthal	Neandertal	LL	chr2.241811883.241869518
O517_DA_C001KN9	O517_DA_C001KN9_hap1	chr2	241809000	241868000	2	241759136	242088831	59000	59000	1	60000	Archaic	0.90132	30	19	15	19	0	13	2.241809000.241868000	241862387	Altai Neanderthal	Neandertal	LL	chr2.241811883.241869518
O517_DA_C001KNA	O517_DA_C001KNA_hap1	chr2	241844000	241869000	2	241759136	242088831	25000	25000	1	26000	Archaic	0.98408	21	13	12	13	0	9	2.241844000.241869000	241862387	Altai Neanderthal	Neandertal	LL	chr2.241811883.241869518
O517_DA_C001KNB	O517_DA_C001KNB_hap1	chr2	241800000	241868000	2	241759136	242088831	68000	68000	1	69000	Archaic	0.86084	33	21	17	21	0	13	2.241800000.241868000	241862387	Altai Neanderthal	Neandertal	LL	chr2.241811883.241869518
O517_DA_C001KNB	O517_DA_C001KNB_hap2	chr2	241800000	241868000	2	241759136	242088831	68000	68000	1	69000	Archaic	0.88239	34	21	17	21	0	13	2.241800000.241868000	241862387	Altai Neanderthal	Neandertal	LL	chr2.241811883.241869518
O517_DA_C001KNC	O517_DA_C001KNC_hap1	chr2	241800000	241868000	2	241759136	242088831	68000	68000	1	69000	Archaic	0.87861	34	20	17	20	0	12	2.241800000.241868000	241862387	Altai Neanderthal	Neandertal	LL	chr2.241811883.241869518
O517_DA_C001KNC	O517_DA_C001KNC_hap2	chr2	241805000	241868000	2	241759136	242088831	63000	63000	1	64000	Archaic	0.86325	31	20	16	20	0	13	2.241805000.241868000	241862387	Altai Neanderthal	Neandertal	LL	chr2.241811883.241869518
O517_DA_C001KNE	O517_DA_C001KNE_hap1	chr2	241805000	241868000	2	241759136	242088831	63000	63000	1	64000	Archaic	0.86651	31	20	16	20	0	13	2.241805000.241868000	241862387	Altai Neanderthal	Neandertal	LL	chr2.241811883.241869518
O517_DA_C001KNE	O517_DA_C001KNE_hap2	chr2	241809000	241868000	2	241759136	242088831	59000	59000	1	60000	Archaic	0.87774	28	20	16	20	0	13	2.241809000.241868000	241862387	Altai Neanderthal	Neandertal	LL	chr2.241811883.241869518
O517_DA_C001KNG	O517_DA_C001KNG_hap1	chr2	241809000	241868000	2	241759136	242088831	59000	59000	1	60000	Archaic	0.87759	32	20	16	20	0	13	2.241809000.241868000	241862387	Altai Neanderthal	Neandertal	LL	chr2.241811883.241869518
O517_DA_C001KNH	O517_DA_C001KNH_hap1	chr2	241800000	241868000	2	241759136	242088831	68000	68000	1	69000	Archaic	0.84935	33	21	17	21	0	13	2.241800000.241868000	241862387	Altai Neanderthal	Neandertal	LL	chr2.241811883.241869518
O517_DA_C001KNH	O517_DA_C001KNH_hap2	chr2	241845000	241868000	2	241759136	242088831	23000	23000	1	24000	Archaic	0.88974	16	6	5	6	0	4	2.241845000.241868000	241862387	Altai Neanderthal	Neandertal	LL	chr2.241811883.241869518
O517_DA_C001KNJ	O517_DA_C001KNJ_hap1	chr2	241801000	241868000	2	241759136	242088831	67000	67000	1	68000	Archaic	0.86387	31	20	16	20	0	13	2.241801000.241868000	241862387	Altai Neanderthal	Neandertal	LL	chr2.241811883.241869518
O517_DA_C001KNJ	O517_DA_C001KNJ_hap2	chr2	241800000	241868000	2	241759136	242088831	68000	68000	1	69000	Archaic	0.86343	33	21	17	21	0	13	2.241800000.241868000	241862387	Altai Neanderthal	Neandertal	LL	chr2.241811883.241869518
O517_DA_C001KNK	O517_DA_C001KNK_hap1	chr2	241809000	241868000	2	241759136	242088831	59000	59000	1	60000	Archaic	0.87587	32	20	16	20	0	13	2.241809000.241868000	241862387	Altai Neanderthal	Neandertal	LL	chr2.241811883.241869518
O517_DA_C001KNK	O517_DA_C001KNK_hap2	chr2	241809000	241868000	2	241759136	242088831	59000	59000	1	60000	Archaic	0.87311	31	20	16	20	0	13	2.241809000.241868000	241862387	Altai Neanderthal	Neandertal	LL	chr2.241811883.241869518
O517_DA_C001KNM	O517_DA_C001KNM_hap2	chr2	241809000	241869000	2	241759136	242088831	60000	60000	1	61000	Archaic	0.87604	34	21	17	21	0	14	2.241809000.241869000	241862387	Altai Neanderthal	Neandertal	HL	chr2.241811883.241869518
O517_DA_C001KNN	O517_DA_C001KNN_hap1	chr2	241809000	241868000	2	241759136	242088831	59000	59000	1	60000	Archaic	0.88088	30	20	16	20	0	13	2.241809000.241868000	241862387	Altai Neanderthal	Neandertal	HL	chr2.241811883.241869518
O517_DA_C001KNN	O517_DA_C001KNN_hap2	chr2	241809000	241868000	2	241759136	242088831	59000	59000	1	60000	Archaic	0.91011	25	19	15	19	0	12	2.241809000.241868000	241862387	Altai Neanderthal	Neandertal	HL	chr2.241811883.241869518
O517_DA_C001PIT	O517_DA_C001PIT_hap1	chr2	241809000	241869000	2	241759136	242088831	60000	60000	1	61000	Archaic	0.88096	35	21	17	21	0	14	2.241809000.241869000	241862387	Altai Neanderthal	Neandertal	HL	chr2.241811883.241869518
O517_DA_C001PIU	O517_DA_C001PIU_hap1	chr2	241809000	241868000	2	241759136	242088831	59000	59000	1	60000	Archaic	0.87256	29	20	16	20	0	13	2.241809000.241868000	241862387	Altai Neanderthal	Neandertal	HL	chr2.241811883.241869518
O517_DA_C001PIU	O517_DA_C001PIU_hap2	chr2	241809000	241868000	2	241759136	242088831	59000	59000	1	60000	Archaic	0.87315	30	20	16	20	0	13	2.241809000.241868000	241862387	Altai Neanderthal	Neandertal	HL	chr2.241811883.241869518
O517_DA_C002DAV	O517_DA_C002DAV_hap1	chr2	241840000	241870000	2	241759136	242088831	30000	30000	1	31000	Archaic	0.98328	23	14	12	14	0	10	2.241840000.241870000	241862387	Altai Neanderthal	Neandertal	LL	chr2.241811883.241869518
O517_DA_C002DBK	O517_DA_C002DBK_hap2	chr2	241809000	241856000	2	241759136	242088831	47000	47000	1	48000	Archaic	0.82285	19	14	11	14	0	9	2.241809000.241856000	241862387	Altai Neanderthal	Neandertal	HL	chr2.241811883.241869518
O517_DA_C002DBL	O517_DA_C002DBL_hap1	chr2	241802000	241856000	2	241759136	242088831	54000	54000	1	55000	Archaic	0.81919	19	14	11	14	0	9	2.241802000.241856000	241862387	Altai Neanderthal	Neandertal	HL	chr2.241811883.241869518
O517_DA_C002DBM	O517_DA_C002DBM_hap1	chr2	241802000	241869000	2	241759136	242088831	67000	67000	1	68000	Archaic	0.86582	32	20	16	20	0	14	2.241802000.241869000	241862387	Altai Neanderthal	Neandertal	HL	chr2.241811883.241869518
O517_DA_C002DBM	O517_DA_C002DBM_hap2	chr2	241801000	241856000	2	241759136	242088831	55000	55000	1	56000	Archaic	0.81301	19	14	11	14	0	9	2.241801000.241856000	241862387	Altai Neanderthal	Neandertal	HL	chr2.241811883.241869518
O517_DA_C002DBP	O517_DA_C002DBP_hap1	chr2	241840000	241868000	2	241759136	242088831	28000	28000	1	29000	Archaic	0.98361	22	13	11	13	0	9	2.241840000.241868000	241862387	Altai Neanderthal	Neandertal	HL	chr2.241811883.241869518
O517_DA_C002DBP	O517_DA_C002DBP_hap2	chr2	241809000	241868000	2	241759136	242088831	59000	59000	1	60000	Archaic	0.87319	29	20	16	20	0	13	2.241809000.241868000	241862387	Altai Neanderthal	Neandertal	HL	chr2.241811883.241869518
O517_DA_C002DBQ	O517_DA_C002DBQ_hap1	chr2	241800000	241868000	2	241759136	242088831	68000	68000	1	69000	Archaic	0.84877	33	21	17	21	0	13	2.241800000.241868000	241862387	Altai Neanderthal	Neandertal	HL	chr2.241811883.241869518
O517_DA_C002DBS	O517_DA_C002DBS_hap2	chr2	241802000	241856000	2	241759136	242088831	54000	54000	1	55000	Archaic	0.81123	20	14	11	14	0	9	2.241802000.241856000	241862387	Altai Neanderthal	Neandertal	HL	chr2.241811883.241869518
O517_DA_C002DBW	O517_DA_C002DBW_hap2	chr2	241809000	241868000	2	241759136	242088831	59000	59000	1	60000	Archaic	0.8779	30	20	16	20	0	13	2.241809000.241868000	241862387	Altai Neanderthal	Neandertal	HL	chr2.241811883.241869518
O517_DA_C002DBX	O517_DA_C002DBX_hap2	chr2	241809000	241869000	2	241759136	242088831	60000	60000	1	61000	Archaic	0.87452	32	21	17	21	0	14	2.241809000.241869000	241862387	Altai Neanderthal	Neandertal	HL	chr2.241811883.241869518
O517_DA_C002DCC	O517_DA_C002DCC_hap2	chr2	241841000	241856000	2	241759136	242088831	15000	15000	1	16000	Archaic	0.91189	10	7	6	7	0	5	2.241841000.241856000	241862387	Altai Neanderthal	Neandertal	HL	chr2.241811883.241869518
O517_DA_C002DCX	O517_DA_C002DCX_hap1	chr2	241809000	241856000	2	241759136	242088831	47000	47000	1	48000	Archaic	0.81536	20	14	11	14	0	9	2.241809000.241856000	241862387	Altai Neanderthal	Neandertal	HL	chr2.241811883.241869518
O517_DA_C002DCX	O517_DA_C002DCX_hap2	chr2	241810000	241869000	2	241759136	242088831	59000	59000	1	60000	Archaic	0.87486	30	21	17	21	0	14	2.241810000.241869000	241862387	Altai Neanderthal	Neandertal	HL	chr2.241811883.241869518
O517_DA_C002DCZ	O517_DA_C002DCZ_hap1	chr2	241801000	241868000	2	241759136	242088831	67000	67000	1	68000	Archaic	0.8609	31	20	16	20	0	13	2.241801000.241868000	241862387	Altai Neanderthal	Neandertal	HL	chr2.241811883.241869518
O517_DA_C002DD4	O517_DA_C002DD4_hap1	chr2	241809000	241856000	2	241759136	242088831	47000	47000	1	48000	Archaic	0.80123	19	14	11	14	0	9	2.241809000.241856000	241862387	Altai Neanderthal	Neandertal	HL	chr2.241811883.241869518
O517_DA_C002DD4	O517_DA_C002DD4_hap2	chr2	241809000	241869000	2	241759136	242088831	60000	60000	1	61000	Archaic	0.85564	24	20	16	20	0	14	2.241809000.241869000	241862387	Altai Neanderthal	Neandertal	HL	chr2.241811883.241869518
191121_FD09254748	191121_FD09254748_hap2	chr3	13108000	13169000	3	13010340	13217789	61000	61000	1	62000	Archaic	0.93151	24	9	0	0	9	0	3.13108000.13169000	13035177	Denisova	Denisova	LL	chr3.13132090.13174330
191121_FD09254771	191121_FD09254771_hap1	chr3	13099000	13175000	3	13010340	13217789	76000	76000	1	77000	Archaic	0.96487	32	14	2	2	13	2	3.13099000.13175000	13035177	Denisova	Denisova	LL	chr3.13132090.13174330
191121_FD09254771	191121_FD09254771_hap2	chr3	13143000	13175000	3	13010340	13217789	32000	32000	1	33000	Archaic	0.94037	13	2	1	1	2	1	3.13143000.13175000	13035177	Denisova	Denisova	LL	chr3.13132090.13174330
191121_FD09254795	191121_FD09254795_hap2	chr3	13145000	13176000	3	13010340	13217789	31000	31000	1	32000	Archaic	0.95042	14	2	1	1	2	1	3.13145000.13176000	13035177	Denisova	Denisova	LL	chr3.13132090.13174330
191121_FD09254809	191121_FD09254809_hap1	chr3	13145000	13176000	3	13010340	13217789	31000	31000	1	32000	Archaic	0.94619	14	2	1	1	2	1	3.13145000.13176000	13035177	Denisova	Denisova	LL	chr3.13132090.13174330
191121_FD09254810	191121_FD09254810_hap1	chr3	13112000	13175000	3	13010340	13217789	63000	63000	1	64000	Archaic	0.9817	34	25	23	24	2	23	3.13112000.13175000	13035177	Denisova	Neandertal	LL	chr3.13132090.13174330
191121_FD09254817	191121_FD09254817_hap2	chr3	13145000	13175000	3	13010340	13217789	30000	30000	1	31000	Archaic	0.95777	13	2	1	1	2	1	3.13145000.13175000	13035177	Denisova	Denisova	LL	chr3.13132090.13174330
191121_FD09254820	191121_FD09254820_hap1	chr3	13137000	13176000	3	13010340	13217789	39000	39000	1	40000	Archaic	0.96265	27	23	22	23	2	21	3.13137000.13176000	13035177	Denisova	Neandertal	LL	chr3.13132090.13174330
191121_FD09254827	191121_FD09254827_hap2	chr3	13114000	13175000	3	13010340	13217789	61000	61000	1	62000	Archaic	0.96636	27	10	1	1	10	1	3.13114000.13175000	13035177	Denisova	Denisova	LL	chr3.13132090.13174330
191121_FD09254834	191121_FD09254834_hap1	chr3	13114000	13176000	3	13010340	13217789	62000	62000	1	63000	Archaic	0.9091	19	5	1	1	5	1	3.13114000.13176000	13035177	Denisova	Denisova	LL	chr3.13132090.13174330
191121_FD09254834	191121_FD09254834_hap2	chr3	13123000	13175000	3	13010340	13217789	52000	52000	1	53000	Archaic	0.9786	20	7	1	1	7	1	3.13123000.13175000	13035177	Denisova	Denisova	LL	chr3.13132090.13174330
O517_DA_C001KL4	O517_DA_C001KL4_hap2	chr3	13145000	13175000	3	13010340	13217789	30000	30000	1	31000	Archaic	0.95568	14	2	1	1	2	1	3.13145000.13175000	13035177	Denisova	Denisova	HL	chr3.13132090.13174330
O517_DA_C001KL7	O517_DA_C001KL7_hap1	chr3	13145000	13177000	3	13010340	13217789	32000	32000	1	33000	Archaic	0.93654	14	2	1	1	2	1	3.13145000.13177000	13035177	Denisova	Denisova	HL	chr3.13132090.13174330
O517_DA_C001KLA	O517_DA_C001KLA_hap2	chr3	13144000	13168000	3	13010340	13217789	24000	24000	1	25000	Archaic	0.9365	11	1	0	0	1	0	3.13144000.13168000	13035177	Denisova	Denisova	HL	chr3.13132090.13174330
O517_DA_C001KLC	O517_DA_C001KLC_hap2	chr3	13145000	13177000	3	13010340	13217789	32000	32000	1	33000	Archaic	0.95709	14	3	1	1	3	1	3.13145000.13177000	13035177	Denisova	Denisova	HL	chr3.13132090.13174330
O517_DA_C001KLD	O517_DA_C001KLD_hap1	chr3	13145000	13175000	3	13010340	13217789	30000	30000	1	31000	Archaic	0.95592	14	2	1	1	2	1	3.13145000.13175000	13035177	Denisova	Denisova	HL	chr3.13132090.13174330
O517_DA_C001KLD	O517_DA_C001KLD_hap2	chr3	13145000	13176000	3	13010340	13217789	31000	31000	1	32000	Archaic	0.94717	14	2	1	1	2	1	3.13145000.13176000	13035177	Denisova	Denisova	HL	chr3.13132090.13174330
O517_DA_C001KLG	O517_DA_C001KLG_hap1	chr3	13146000	13175000	3	13010340	13217789	29000	29000	1	30000	Archaic	0.87674	12	2	1	1	2	1	3.13146000.13175000	13035177	Denisova	Denisova	HL	chr3.13132090.13174330
O517_DA_C001KLG	O517_DA_C001KLG_hap2	chr3	13112000	13176000	3	13010340	13217789	64000	64000	1	65000	Archaic	0.97359	35	27	25	26	2	25	3.13112000.13176000	13035177	Denisova	Neandertal	HL	chr3.13132090.13174330
O517_DA_C001KLI	O517_DA_C001KLI_hap2	chr3	13114000	13175000	3	13010340	13217789	61000	61000	1	62000	Archaic	0.96666	26	10	1	1	10	1	3.13114000.13175000	13035177	Denisova	Denisova	HL	chr3.13132090.13174330
O517_DA_C001KLK	O517_DA_C001KLK_hap2	chr3	13145000	13177000	3	13010340	13217789	32000	32000	1	33000	Archaic	0.9647	16	3	1	1	3	1	3.13145000.13177000	13035177	Denisova	Denisova	HL	chr3.13132090.13174330
O517_DA_C001KLO	O517_DA_C001KLO_hap2	chr3	13114000	13175000	3	13010340	13217789	61000	61000	1	62000	Archaic	0.96658	26	10	1	1	10	1	3.13114000.13175000	13035177	Denisova	Denisova	HL	chr3.13132090.13174330
O517_DA_C001KLP	O517_DA_C001KLP_hap2	chr3	13145000	13168000	3	13010340	13217789	23000	23000	1	24000	Archaic	0.93903	9	1	0	0	1	0	3.13145000.13168000	13035177	Denisova	Denisova	HL	chr3.13132090.13174330
O517_DA_C001KLQ	O517_DA_C001KLQ_hap2	chr3	13145000	13173000	3	13010340	13217789	28000	28000	1	29000	Archaic	0.96079	12	2	1	1	2	1	3.13145000.13173000	13035177	Denisova	Denisova	HL	chr3.13132090.13174330
